po_id,po_date,plant_id,supplier_id,material_id,ordered_qty,unit_price,po_value,requested_delivery_date,expected_delivery_date,actual_delivery_date,po_status,is_rush,expediting_cost
PO-000380,2025-04-15,PLT-AL1,SUP-005,MAT-008,101,431.7016,43601.8616,2025-06-14,2025-06-19,,Open,False,0.0
PO-000381,2025-05-01,PLT-AL1,SUP-005,MAT-008,105,431.7016,45328.668,2025-06-30,2025-07-05,,Open,False,0.0
PO-000382,2025-05-15,PLT-AL1,SUP-005,MAT-008,107,431.7016,46192.0712,2025-07-14,2025-07-17,,Open,False,0.0
PO-000383,2025-06-02,PLT-AL1,SUP-005,MAT-008,105,431.7016,45328.668,2025-08-01,2025-08-04,,Open,False,0.0
PO-000384,2025-06-16,PLT-AL1,SUP-005,MAT-008,99,431.7016,42738.4584,2025-08-15,2025-08-15,,Open,False,0.0
PO-000385,2025-01-01,PLT-AL1,SUP-005,MAT-010,47,9.8894,464.8018,2025-03-02,2025-03-04,2025-03-02,Received,False,0.0
PO-000386,2025-01-15,PLT-AL1,SUP-005,MAT-010,51,9.8894,504.3594,2025-03-16,2025-03-25,2025-03-16,Received,False,0.0
PO-000387,2025-02-03,PLT-AL1,SUP-005,MAT-010,56,9.8894,553.8064,2025-04-04,2025-04-08,,In Transit,False,0.0
PO-000388,2025-02-17,PLT-AL1,SUP-005,MAT-010,43,9.8894,425.2442,2025-04-18,2025-04-30,,In Transit,False,0.0
PO-000389,2025-03-03,PLT-AL1,SUP-005,MAT-010,54,9.8894,534.0276,2025-05-02,2025-05-15,,In Transit,False,0.0
PO-000390,2025-03-17,PLT-AL1,SUP-005,MAT-010,54,9.8894,534.0276,2025-05-16,2025-05-26,,In Transit,False,0.0
PO-000391,2025-04-01,PLT-AL1,SUP-005,MAT-010,42,9.8894,415.3548,2025-05-31,2025-06-07,,In Transit,False,0.0
PO-000392,2025-04-15,PLT-AL1,SUP-005,MAT-010,50,9.8894,494.47,2025-06-14,2025-06-19,,Open,False,0.0
PO-000393,2025-05-01,PLT-AL1,SUP-005,MAT-010,49,9.8894,484.5806,2025-06-30,2025-07-08,,Open,False,0.0
PO-000394,2025-05-15,PLT-AL1,SUP-005,MAT-010,45,9.8894,445.023,2025-07-14,2025-07-17,,Open,False,0.0
PO-000395,2025-06-02,PLT-AL1,SUP-005,MAT-010,56,9.8894,553.8064,2025-08-01,2025-08-02,,Open,False,0.0
PO-000396,2025-06-16,PLT-AL1,SUP-005,MAT-010,47,9.8894,464.8018,2025-08-15,2025-08-23,,Open,True,52.0271
PO-000397,2025-01-01,PLT-AL1,SUP-008,MAT-011,215960,6.6521,1436587.516,2025-01-28,2025-01-29,2025-01-28,Received,False,0.0
PO-000398,2025-01-15,PLT-AL1,SUP-008,MAT-011,210122,6.6521,1397752.5562,2025-02-11,2025-02-11,2025-02-11,Received,False,0.0
PO-000399,2025-02-03,PLT-AL1,SUP-008,MAT-011,177028,6.6521,1177607.9588,2025-03-02,2025-02-12,2025-03-02,Received,True,112596.3345
PO-000400,2025-02-17,PLT-AL1,SUP-008,MAT-011,173143,6.6521,1151764.5503,2025-03-16,2025-03-16,2025-03-16,Received,False,0.0
PO-000401,2025-03-03,PLT-AL1,SUP-008,MAT-011,195022,6.6521,1297305.8462,2025-03-30,2025-03-31,2025-03-30,Received,False,0.0
PO-000402,2025-03-17,PLT-AL1,SUP-008,MAT-011,213559,6.6521,1420615.8239,2025-04-13,2025-04-14,,In Transit,False,0.0
PO-000403,2025-04-01,PLT-AL1,SUP-008,MAT-011,184870,6.6521,1229773.727,2025-04-28,2025-04-29,,In Transit,False,0.0
PO-000404,2025-04-15,PLT-AL1,SUP-008,MAT-011,178149,6.6521,1185064.9629,2025-05-12,2025-05-12,,Open,False,0.0
PO-000405,2025-05-01,PLT-AL1,SUP-008,MAT-011,175831,6.6521,1169645.3951,2025-05-28,2025-05-30,,Open,False,0.0
PO-000406,2025-05-15,PLT-AL1,SUP-008,MAT-011,196830,6.6521,1309332.843,2025-06-11,2025-06-13,,Open,False,0.0
PO-000407,2025-06-02,PLT-AL1,SUP-008,MAT-011,190761,6.6521,1268961.2481,2025-06-29,2025-06-30,,Open,True,102022.1665
PO-000408,2025-06-16,PLT-AL1,SUP-008,MAT-011,191981,6.6521,1277076.8101,2025-07-13,2025-07-13,,Open,False,0.0
PO-000409,2025-01-01,PLT-AL1,SUP-007,MAT-012,206731,4.1176,851235.5656,2025-01-31,2025-01-31,2025-01-31,Received,False,0.0
PO-000410,2025-01-15,PLT-AL1,SUP-007,MAT-012,220979,4.1176,909903.1304,2025-02-14,2025-01-25,2025-02-14,Received,True,91180.4065
PO-000411,2025-02-03,PLT-AL1,SUP-007,MAT-012,172261,4.1176,709301.8936,2025-03-05,2025-02-13,2025-03-05,Received,True,42990.7132
PO-000412,2025-02-17,PLT-AL1,SUP-007,MAT-012,224360,4.1176,923824.736,2025-03-19,2025-03-21,2025-03-19,Received,False,0.0
PO-000413,2025-03-03,PLT-AL1,SUP-007,MAT-012,188569,4.1176,776451.7144,2025-04-02,2025-04-05,,In Transit,False,0.0
PO-000414,2025-03-17,PLT-AL1,SUP-007,MAT-012,192279,4.1176,791728.0104,2025-04-16,2025-03-27,,In Transit,True,62661.0792
PO-000415,2025-04-01,PLT-AL1,SUP-007,MAT-012,209761,4.1176,863711.8936,2025-05-01,2025-05-02,,In Transit,False,0.0
PO-000416,2025-04-15,PLT-AL1,SUP-007,MAT-012,195129,4.1176,803463.1704,2025-05-15,2025-05-17,,Open,False,0.0
PO-000417,2025-05-01,PLT-AL1,SUP-007,MAT-012,181983,4.1176,749333.2008,2025-05-31,2025-05-31,,Open,True,73319.6578
PO-000418,2025-05-15,PLT-AL1,SUP-007,MAT-012,171583,4.1176,706510.1608,2025-06-14,2025-06-15,,Open,False,0.0
PO-000419,2025-06-02,PLT-AL1,SUP-007,MAT-012,196925,4.1176,810858.38,2025-07-02,2025-07-03,,Open,True,83597.0194
PO-000420,2025-06-16,PLT-AL1,SUP-007,MAT-012,225210,4.1176,927324.696,2025-07-16,2025-07-18,,Open,False,0.0
PO-000421,2025-01-01,PLT-AL1,SUP-007,MAT-013,93832,2.2776,213711.7632,2025-01-31,2025-01-31,2025-01-31,Received,False,0.0
PO-000422,2025-01-15,PLT-AL1,SUP-007,MAT-013,99400,2.2776,226393.44,2025-02-14,2025-02-17,2025-02-14,Received,False,0.0
PO-000423,2025-02-03,PLT-AL1,SUP-007,MAT-013,100583,2.2776,229087.8408,2025-03-05,2025-02-13,2025-03-05,Received,True,20910.4065
PO-000424,2025-02-17,PLT-AL1,SUP-007,MAT-013,101556,2.2776,231303.9456,2025-03-19,2025-02-27,2025-03-19,Received,True,22928.6269
PO-000425,2025-03-03,PLT-AL1,SUP-007,MAT-013,95175,2.2776,216770.58,2025-04-02,2025-04-05,,In Transit,False,0.0
PO-000426,2025-03-17,PLT-AL1,SUP-007,MAT-013,90557,2.2776,206252.6232,2025-04-16,2025-04-18,,In Transit,False,0.0
PO-000427,2025-04-01,PLT-AL1,SUP-007,MAT-013,100768,2.2776,229509.1968,2025-05-01,2025-05-02,,In Transit,False,0.0
PO-000428,2025-04-15,PLT-AL1,SUP-007,MAT-013,106652,2.2776,242910.5952,2025-05-15,2025-05-16,,Open,False,0.0
PO-000429,2025-05-01,PLT-AL1,SUP-007,MAT-013,93954,2.2776,213989.6304,2025-05-31,2025-05-31,,Open,False,0.0
PO-000430,2025-05-15,PLT-AL1,SUP-007,MAT-013,103569,2.2776,235888.7544,2025-06-14,2025-06-17,,Open,False,0.0
PO-000431,2025-06-02,PLT-AL1,SUP-007,MAT-013,102169,2.2776,232700.1144,2025-07-02,2025-07-05,,Open,False,0.0
PO-000432,2025-06-16,PLT-AL1,SUP-007,MAT-013,90314,2.2776,205699.1664,2025-07-16,2025-07-19,,Open,False,0.0
PO-000433,2025-01-01,PLT-AL1,SUP-008,MAT-014,108152,0.8813,95314.3576,2025-01-28,2025-01-29,2025-01-28,Received,False,0.0
PO-000434,2025-01-15,PLT-AL1,SUP-008,MAT-014,106818,0.8813,94138.7034,2025-02-11,2025-02-16,2025-02-11,Received,False,0.0
PO-000435,2025-02-03,PLT-AL1,SUP-008,MAT-014,104275,0.8813,91897.5575,2025-03-02,2025-03-04,2025-03-02,Received,False,0.0
PO-000436,2025-02-17,PLT-AL1,SUP-008,MAT-014,98019,0.8813,86384.1447,2025-03-16,2025-03-22,2025-03-16,Received,False,0.0
PO-000437,2025-03-03,PLT-AL1,SUP-008,MAT-014,91733,0.8813,80844.2929,2025-03-30,2025-03-31,2025-03-30,Received,False,0.0
PO-000438,2025-03-17,PLT-AL1,SUP-008,MAT-014,108894,0.8813,95968.2822,2025-04-13,2025-04-16,,In Transit,False,0.0
PO-000439,2025-04-01,PLT-AL1,SUP-008,MAT-014,112378,0.8813,99038.7314,2025-04-28,2025-05-01,,In Transit,False,0.0
PO-000440,2025-04-15,PLT-AL1,SUP-008,MAT-014,113491,0.8813,100019.6183,2025-05-12,2025-05-13,,Open,False,0.0
PO-000441,2025-05-01,PLT-AL1,SUP-008,MAT-014,111606,0.8813,98358.3678,2025-05-28,2025-06-01,,Open,False,0.0
PO-000442,2025-05-15,PLT-AL1,SUP-008,MAT-014,92714,0.8813,81708.8482,2025-06-11,2025-06-17,,Open,False,0.0
PO-000443,2025-06-02,PLT-AL1,SUP-008,MAT-014,112112,0.8813,98804.3056,2025-06-29,2025-06-29,,Open,False,0.0
PO-000444,2025-06-16,PLT-AL1,SUP-008,MAT-014,110524,0.8813,97404.8012,2025-07-13,2025-07-17,,Open,False,0.0
PO-000445,2025-01-01,PLT-AL1,SUP-010,MAT-016,85719,7.84,672036.96,2025-01-25,2025-01-09,2025-01-25,Received,True,46502.3989
PO-000446,2025-01-15,PLT-AL1,SUP-010,MAT-016,97463,7.84,764109.92,2025-02-08,2025-02-08,2025-02-09,Received,False,0.0
PO-000447,2025-02-03,PLT-AL1,SUP-010,MAT-016,95173,7.84,746156.32,2025-02-27,2025-03-01,2025-03-05,Received,False,0.0
PO-000448,2025-02-17,PLT-AL1,SUP-010,MAT-016,86494,7.84,678112.96,2025-03-13,2025-03-13,2025-03-13,Received,False,0.0
PO-000449,2025-03-03,PLT-AL1,SUP-010,MAT-016,110943,7.84,869793.12,2025-03-27,2025-03-28,2025-03-27,Received,False,0.0
PO-000450,2025-03-17,PLT-AL1,SUP-010,MAT-016,87809,7.84,688422.56,2025-04-10,2025-04-13,,In Transit,False,0.0
PO-000451,2025-04-01,PLT-AL1,SUP-010,MAT-016,89422,7.84,701068.48,2025-04-25,2025-04-28,,In Transit,False,0.0
PO-000452,2025-04-15,PLT-AL1,SUP-010,MAT-016,110089,7.84,863097.76,2025-05-09,2025-05-11,,Open,False,0.0
PO-000453,2025-05-01,PLT-AL1,SUP-010,MAT-016,92260,7.84,723318.4,2025-05-25,2025-05-28,,Open,False,0.0
PO-000454,2025-05-15,PLT-AL1,SUP-010,MAT-016,86113,7.84,675125.92,2025-06-08,2025-06-09,,Open,False,0.0
PO-000455,2025-06-02,PLT-AL1,SUP-010,MAT-016,86169,7.84,675564.96,2025-06-26,2025-06-26,,Open,False,0.0
PO-000456,2025-06-16,PLT-AL1,SUP-010,MAT-016,85336,7.84,669034.24,2025-07-10,2025-07-13,,Open,False,0.0
PO-000457,2025-01-01,PLT-AL1,SUP-009,MAT-017,96492,2.0866,201340.2072,2025-01-25,2025-01-25,2025-01-25,Received,False,0.0
PO-000458,2025-01-15,PLT-AL1,SUP-009,MAT-017,103752,2.0866,216488.9232,2025-02-08,2025-02-10,2025-02-08,Received,False,0.0
PO-000459,2025-02-03,PLT-AL1,SUP-009,MAT-017,105603,2.0866,220351.2198,2025-02-27,2025-03-01,2025-02-27,Received,False,0.0
PO-000460,2025-02-17,PLT-AL1,SUP-009,MAT-017,112866,2.0866,235506.1956,2025-03-13,2025-03-13,2025-03-13,Received,False,0.0
PO-000461,2025-03-03,PLT-AL1,SUP-009,MAT-017,113836,2.0866,237530.1976,2025-03-27,2025-03-11,2025-03-27,Received,True,21241.0994
PO-000462,2025-03-17,PLT-AL1,SUP-009,MAT-017,100848,2.0866,210429.4368,2025-04-10,2025-04-10,,In Transit,False,0.0
PO-000463,2025-04-01,PLT-AL1,SUP-009,MAT-017,92749,2.0866,193530.0634,2025-04-25,2025-04-28,,In Transit,False,0.0
PO-000464,2025-04-15,PLT-AL1,SUP-009,MAT-017,108630,2.0866,226667.358,2025-05-09,2025-05-11,,Open,False,0.0
PO-000465,2025-05-01,PLT-AL1,SUP-009,MAT-017,103811,2.0866,216612.0326,2025-05-25,2025-05-26,,Open,False,0.0
PO-000466,2025-05-15,PLT-AL1,SUP-009,MAT-017,93766,2.0866,195652.1356,2025-06-08,2025-06-11,,Open,False,0.0
PO-000467,2025-06-02,PLT-AL1,SUP-009,MAT-017,89403,2.0866,186548.2998,2025-06-26,2025-06-29,,Open,False,0.0
PO-000468,2025-06-16,PLT-AL1,SUP-009,MAT-017,113470,2.0866,236766.502,2025-07-10,2025-07-11,,Open,False,0.0
PO-000469,2025-01-01,PLT-AL1,SUP-009,MAT-019,325312,0.6536,212623.9232,2025-01-25,2025-01-29,2025-01-25,Received,False,0.0
PO-000470,2025-01-15,PLT-AL1,SUP-009,MAT-019,289067,0.6536,188934.1912,2025-02-08,2025-02-10,2025-02-08,Received,False,0.0
PO-000471,2025-02-03,PLT-AL1,SUP-009,MAT-019,331604,0.6536,216736.3744,2025-02-27,2025-03-02,2025-02-27,Received,False,0.0
PO-000472,2025-02-17,PLT-AL1,SUP-009,MAT-019,292897,0.6536,191437.4792,2025-03-13,2025-03-13,2025-03-13,Received,False,0.0
PO-000473,2025-03-03,PLT-AL1,SUP-009,MAT-019,283326,0.6536,185181.8736,2025-03-27,2025-03-31,2025-03-30,Received,False,0.0
PO-000474,2025-03-17,PLT-AL1,SUP-009,MAT-019,283165,0.6536,185076.644,2025-04-10,2025-04-11,,In Transit,False,0.0
PO-000475,2025-04-01,PLT-AL1,SUP-009,MAT-019,328601,0.6536,214773.6136,2025-04-25,2025-04-30,,In Transit,False,0.0
PO-000476,2025-04-15,PLT-AL1,SUP-009,MAT-019,288043,0.6536,188264.9048,2025-05-09,2025-05-09,,Open,False,0.0
PO-000477,2025-05-01,PLT-AL1,SUP-009,MAT-019,341034,0.6536,222899.8224,2025-05-25,2025-05-29,,Open,False,0.0
PO-000478,2025-05-15,PLT-AL1,SUP-009,MAT-019,261953,0.6536,171212.4808,2025-06-08,2025-06-13,,Open,True,19760.5516
PO-000479,2025-06-02,PLT-AL1,SUP-009,MAT-019,336734,0.6536,220089.3424,2025-06-26,2025-07-01,,Open,False,0.0
PO-000480,2025-06-16,PLT-AL1,SUP-009,MAT-019,315995,0.6536,206534.332,2025-07-10,2025-07-10,,Open,False,0.0
PO-000481,2025-01-01,PLT-AL1,SUP-009,MAT-020,234769,0.4131,96983.0739,2025-01-25,2025-01-28,2025-01-25,Received,False,0.0
PO-000482,2025-01-15,PLT-AL1,SUP-009,MAT-020,249458,0.4131,103051.0998,2025-02-08,2025-02-10,2025-02-08,Received,False,0.0
PO-000483,2025-02-03,PLT-AL1,SUP-009,MAT-020,266307,0.4131,110011.4217,2025-02-27,2025-03-02,2025-03-01,Received,False,0.0
PO-000484,2025-02-17,PLT-AL1,SUP-009,MAT-020,222151,0.4131,91770.5781,2025-03-13,2025-03-13,2025-03-13,Received,False,0.0
PO-000485,2025-03-03,PLT-AL1,SUP-009,MAT-020,276962,0.4131,114413.0022,2025-03-27,2025-03-30,2025-03-27,Received,False,0.0
PO-000486,2025-03-17,PLT-AL1,SUP-009,MAT-020,221307,0.4131,91421.9217,2025-04-10,2025-03-25,,In Transit,True,10651.3617
PO-000487,2025-04-01,PLT-AL1,SUP-009,MAT-020,266751,0.4131,110194.8381,2025-04-25,2025-04-25,,In Transit,False,0.0
PO-000488,2025-04-15,PLT-AL1,SUP-009,MAT-020,281300,0.4131,116205.03,2025-05-09,2025-05-09,,Open,False,0.0
PO-000489,2025-05-01,PLT-AL1,SUP-009,MAT-020,212890,0.4131,87944.859,2025-05-25,2025-05-26,,Open,False,0.0
PO-000490,2025-05-15,PLT-AL1,SUP-009,MAT-020,272092,0.4131,112401.2052,2025-06-08,2025-06-08,,Open,False,0.0
PO-000491,2025-06-02,PLT-AL1,SUP-009,MAT-020,229414,0.4131,94770.9234,2025-06-26,2025-06-29,,Open,False,0.0
PO-000492,2025-06-16,PLT-AL1,SUP-009,MAT-020,280803,0.4131,115999.7193,2025-07-10,2025-07-10,,Open,False,0.0
PO-000493,2025-01-01,PLT-AL1,SUP-010,MAT-021,188958,0.2853,53909.7174,2025-01-25,2025-01-25,2025-01-25,Received,False,0.0
PO-000494,2025-01-15,PLT-AL1,SUP-010,MAT-021,167873,0.2853,47894.1669,2025-02-08,2025-02-10,2025-02-08,Received,False,0.0
PO-000495,2025-02-03,PLT-AL1,SUP-010,MAT-021,184516,0.2853,52642.4148,2025-02-27,2025-02-11,2025-02-27,Received,True,4442.6694
PO-000496,2025-02-17,PLT-AL1,SUP-010,MAT-021,168721,0.2853,48136.1013,2025-03-13,2025-02-25,2025-03-13,Received,True,4767.6019
PO-000497,2025-03-03,PLT-AL1,SUP-010,MAT-021,172152,0.2853,49114.9656,2025-03-27,2025-03-29,2025-03-27,Received,False,0.0
PO-000498,2025-03-17,PLT-AL1,SUP-010,MAT-021,183035,0.2853,52219.8855,2025-04-10,2025-04-11,,In Transit,False,0.0
PO-000499,2025-04-01,PLT-AL1,SUP-010,MAT-021,204841,0.2853,58441.1373,2025-04-25,2025-04-25,,In Transit,False,0.0
PO-000500,2025-04-15,PLT-AL1,SUP-010,MAT-021,177028,0.2853,50506.0884,2025-05-09,2025-05-09,,Open,False,0.0
PO-000501,2025-05-01,PLT-AL1,SUP-010,MAT-021,164748,0.2853,47002.6044,2025-05-25,2025-05-27,,Open,False,0.0
PO-000502,2025-05-15,PLT-AL1,SUP-010,MAT-021,200971,0.2853,57337.0263,2025-06-08,2025-06-10,,Open,False,0.0
PO-000503,2025-06-02,PLT-AL1,SUP-010,MAT-021,169671,0.2853,48407.1363,2025-06-26,2025-06-27,,Open,False,0.0
PO-000504,2025-06-16,PLT-AL1,SUP-010,MAT-021,153454,0.2853,43780.4262,2025-07-10,2025-07-12,,Open,False,0.0
PO-000505,2025-01-01,PLT-AL1,SUP-012,MAT-022,877,97.223,85264.571,2025-01-30,2025-01-30,2025-01-30,Received,False,0.0
PO-000506,2025-01-15,PLT-AL1,SUP-012,MAT-022,836,97.223,81278.428,2025-02-13,2025-02-13,2025-02-13,Received,False,0.0
PO-000507,2025-02-03,PLT-AL1,SUP-012,MAT-022,896,97.223,87111.808,2025-03-04,2025-03-07,2025-03-04,Received,False,0.0
PO-000508,2025-02-17,PLT-AL1,SUP-012,MAT-022,739,97.223,71847.797,2025-03-18,2025-03-22,2025-03-18,Received,False,0.0
PO-000509,2025-03-03,PLT-AL1,SUP-012,MAT-022,829,97.223,80597.867,2025-04-01,2025-03-12,2025-04-01,Received,True,7334.1056
PO-000510,2025-03-17,PLT-AL1,SUP-012,MAT-022,791,97.223,76903.393,2025-04-15,2025-04-16,,In Transit,False,0.0
PO-000511,2025-04-01,PLT-AL1,SUP-012,MAT-022,683,97.223,66403.309,2025-04-30,2025-04-30,,In Transit,False,0.0
PO-000512,2025-04-15,PLT-AL1,SUP-012,MAT-022,837,97.223,81375.651,2025-05-14,2025-05-14,,Open,False,0.0
PO-000513,2025-05-01,PLT-AL1,SUP-012,MAT-022,721,97.223,70097.783,2025-05-30,2025-05-30,,Open,False,0.0
PO-000514,2025-05-15,PLT-AL1,SUP-012,MAT-022,766,97.223,74472.818,2025-06-13,2025-06-14,,Open,False,0.0
PO-000515,2025-06-02,PLT-AL1,SUP-012,MAT-022,858,97.223,83417.334,2025-07-01,2025-07-03,,Open,True,5237.5614
PO-000516,2025-06-16,PLT-AL1,SUP-012,MAT-022,880,97.223,85556.24,2025-07-15,2025-07-18,,Open,False,0.0
PO-000517,2025-01-01,PLT-AL1,SUP-016,MAT-038,273,205.5993,56128.6089,2025-02-03,2025-02-04,2025-02-03,Received,False,0.0
PO-000518,2025-01-15,PLT-AL1,SUP-016,MAT-038,262,205.5993,53867.0166,2025-02-17,2025-02-17,2025-02-17,Received,False,0.0
PO-000519,2025-02-03,PLT-AL1,SUP-016,MAT-038,292,205.5993,60034.9956,2025-03-08,2025-03-08,2025-03-08,Received,False,0.0
PO-000520,2025-02-17,PLT-AL1,SUP-016,MAT-038,316,205.5993,64969.3788,2025-03-22,2025-03-23,2025-03-22,Received,False,0.0
PO-000521,2025-03-03,PLT-AL1,SUP-016,MAT-038,290,205.5993,59623.797,2025-04-05,2025-03-14,,In Transit,True,4802.1232
PO-000522,2025-03-17,PLT-AL1,SUP-016,MAT-038,259,205.5993,53250.2187,2025-04-19,2025-04-26,,In Transit,False,0.0
PO-000523,2025-04-01,PLT-AL1,SUP-016,MAT-038,288,205.5993,59212.5984,2025-05-04,2025-05-05,,In Transit,False,0.0
PO-000524,2025-04-15,PLT-AL1,SUP-016,MAT-038,255,205.5993,52427.8215,2025-05-18,2025-05-20,,Open,False,0.0
PO-000525,2025-05-01,PLT-AL1,SUP-016,MAT-038,312,205.5993,64146.9816,2025-06-03,2025-06-08,,Open,False,0.0
PO-000526,2025-05-15,PLT-AL1,SUP-016,MAT-038,302,205.5993,62090.9886,2025-06-17,2025-06-19,,Open,False,0.0
PO-000527,2025-06-02,PLT-AL1,SUP-016,MAT-038,305,205.5993,62707.7865,2025-07-05,2025-07-05,,Open,False,0.0
PO-000528,2025-06-16,PLT-AL1,SUP-016,MAT-038,273,205.5993,56128.6089,2025-07-19,2025-07-21,,Open,False,0.0
PO-000529,2025-01-01,PLT-AL1,SUP-012,MAT-039,213,220.9917,47071.2321,2025-02-11,2025-02-15,2025-02-11,Received,False,0.0
PO-000530,2025-01-15,PLT-AL1,SUP-012,MAT-039,215,220.9917,47513.2155,2025-02-25,2025-03-01,2025-02-25,Received,False,0.0
PO-000531,2025-02-03,PLT-AL1,SUP-012,MAT-039,200,220.9917,44198.34,2025-03-16,2025-03-18,2025-03-16,Received,False,0.0
PO-000532,2025-02-17,PLT-AL1,SUP-012,MAT-039,223,220.9917,49281.1491,2025-03-30,2025-03-31,2025-03-30,Received,False,0.0
PO-000533,2025-03-03,PLT-AL1,SUP-012,MAT-039,208,220.9917,45966.2736,2025-04-13,2025-04-13,,In Transit,False,0.0
PO-000534,2025-03-17,PLT-AL1,SUP-012,MAT-039,179,220.9917,39557.5143,2025-04-27,2025-04-27,,In Transit,False,0.0
PO-000535,2025-04-01,PLT-AL1,SUP-012,MAT-039,177,220.9917,39115.5309,2025-05-12,2025-05-13,,In Transit,False,0.0
PO-000536,2025-04-15,PLT-AL1,SUP-012,MAT-039,220,220.9917,48618.174,2025-05-26,2025-05-26,,Open,True,4178.0962
PO-000537,2025-05-01,PLT-AL1,SUP-012,MAT-039,202,220.9917,44640.3234,2025-06-11,2025-06-14,,Open,False,0.0
PO-000538,2025-05-15,PLT-AL1,SUP-012,MAT-039,218,220.9917,48176.1906,2025-06-25,2025-06-26,,Open,False,0.0
PO-000539,2025-06-02,PLT-AL1,SUP-012,MAT-039,218,220.9917,48176.1906,2025-07-13,2025-07-16,,Open,False,0.0
PO-000540,2025-06-16,PLT-AL1,SUP-012,MAT-039,171,220.9917,37789.5807,2025-07-27,2025-07-30,,Open,False,0.0
PO-000541,2025-01-01,PLT-AL1,SUP-012,MAT-040,42527,29.2391,1243451.2057,2025-02-11,2025-02-17,2025-02-11,Received,False,0.0
PO-000542,2025-01-15,PLT-AL1,SUP-012,MAT-040,48802,29.2391,1426926.5582,2025-02-25,2025-02-27,2025-02-25,Received,False,0.0
PO-000543,2025-02-03,PLT-AL1,SUP-012,MAT-040,49241,29.2391,1439762.5231,2025-03-16,2025-03-22,2025-03-16,Received,False,0.0
PO-000544,2025-02-17,PLT-AL1,SUP-012,MAT-040,51719,29.2391,1512217.0129,2025-03-30,2025-04-08,2025-03-30,Received,False,0.0
PO-000545,2025-03-03,PLT-AL1,SUP-012,MAT-040,49864,29.2391,1457978.4824,2025-04-13,2025-04-19,,In Transit,False,0.0
PO-000546,2025-03-17,PLT-AL1,SUP-012,MAT-040,51032,29.2391,1492129.7512,2025-04-27,2025-04-28,,In Transit,False,0.0
PO-000547,2025-04-01,PLT-AL1,SUP-012,MAT-040,52587,29.2391,1537596.5517,2025-05-12,2025-05-17,,In Transit,False,0.0
PO-000548,2025-04-15,PLT-AL1,SUP-012,MAT-040,46239,29.2391,1351986.7449,2025-05-26,2025-05-31,,Open,False,0.0
PO-000549,2025-05-01,PLT-AL1,SUP-012,MAT-040,46627,29.2391,1363331.5157,2025-06-11,2025-06-16,,Open,False,0.0
PO-000550,2025-05-15,PLT-AL1,SUP-012,MAT-040,55781,29.2391,1630986.2371,2025-06-25,2025-07-02,,Open,False,0.0
PO-000551,2025-06-02,PLT-AL1,SUP-012,MAT-040,49718,29.2391,1453709.5738,2025-07-13,2025-07-22,,Open,False,0.0
PO-000552,2025-06-16,PLT-AL1,SUP-012,MAT-040,52450,29.2391,1533590.795,2025-07-27,2025-08-05,,Open,False,0.0
PO-000553,2025-01-01,PLT-AL1,SUP-019,MAT-047,102049,3.4114,348129.9586,2025-01-14,2025-01-15,2025-01-14,Received,False,0.0
PO-000554,2025-01-15,PLT-AL1,SUP-019,MAT-047,86936,3.4114,296573.4704,2025-01-28,2025-01-30,2025-01-28,Received,False,0.0
PO-000555,2025-02-03,PLT-AL1,SUP-019,MAT-047,102555,3.4114,349856.127,2025-02-16,2025-02-07,2025-02-19,Received,True,32899.944
PO-000556,2025-02-17,PLT-AL1,SUP-019,MAT-047,101903,3.4114,347631.8942,2025-03-02,2025-03-03,2025-03-02,Received,False,0.0
PO-000557,2025-03-03,PLT-AL1,SUP-019,MAT-047,111202,3.4114,379354.5028,2025-03-16,2025-03-17,2025-03-16,Received,False,0.0
PO-000558,2025-03-17,PLT-AL1,SUP-019,MAT-047,89935,3.4114,306804.259,2025-03-30,2025-03-31,2025-03-30,Received,False,0.0
PO-000559,2025-04-01,PLT-AL1,SUP-019,MAT-047,92077,3.4114,314111.4778,2025-04-14,2025-04-14,,In Transit,False,0.0
PO-000560,2025-04-15,PLT-AL1,SUP-019,MAT-047,107072,3.4114,365265.4208,2025-04-28,2025-04-28,,Open,False,0.0
PO-000561,2025-05-01,PLT-AL1,SUP-019,MAT-047,108081,3.4114,368707.5234,2025-05-14,2025-05-14,,Open,False,0.0
PO-000562,2025-05-15,PLT-AL1,SUP-019,MAT-047,104658,3.4114,357030.3012,2025-05-28,2025-05-30,,Open,False,0.0
PO-000563,2025-06-02,PLT-AL1,SUP-019,MAT-047,100669,3.4114,343422.2266,2025-06-15,2025-06-16,,Open,False,0.0
PO-000564,2025-06-16,PLT-AL1,SUP-019,MAT-047,101526,3.4114,346345.7964,2025-06-29,2025-07-01,,Open,False,0.0
PO-000565,2025-01-01,PLT-AL1,SUP-019,MAT-048,105718,1.8605,196688.339,2025-01-14,2025-01-16,2025-01-14,Received,False,0.0
PO-000566,2025-01-15,PLT-AL1,SUP-019,MAT-048,107716,1.8605,200405.618,2025-01-28,2025-01-30,2025-01-28,Received,False,0.0
PO-000567,2025-02-03,PLT-AL1,SUP-019,MAT-048,108299,1.8605,201490.2895,2025-02-16,2025-02-18,2025-02-16,Received,False,0.0
PO-000568,2025-02-17,PLT-AL1,SUP-019,MAT-048,92280,1.8605,171686.94,2025-03-02,2025-03-02,2025-03-02,Received,False,0.0
