plant_id,material_id,week_start,forecast_demand,lower_bound,upper_bound,actual_demand,is_future
PLT-LA1,MAT-019,2025-04-14,24059.52,23889.75,24228.99,,True
PLT-LA1,MAT-019,2025-04-21,23632.56,23424.99,23840.43,,True
PLT-LA1,MAT-019,2025-04-28,24064.44,23824.65,24304.86,,True
PLT-LA1,MAT-019,2025-05-05,23648.94,23380.65,23916.93,,True
PLT-LA1,MAT-019,2025-05-12,24060.84,23766.84,24354.54,,True
PLT-LA1,MAT-019,2025-05-19,23624.64,23307.39,23942.19,,True
PLT-LA1,MAT-019,2025-05-26,24064.44,23725.2,24403.98,,True
PLT-LA1,MAT-019,2025-06-02,23648.94,23289.27,24008.94,,True
PLT-LA1,MAT-019,2025-06-09,24060.84,23681.64,24440.37,,True
PLT-LA1,MAT-019,2025-06-16,23624.64,23227.17,24022.74,,True
PLT-LA1,MAT-019,2025-06-23,24064.44,23649.3,24480.21,,True
PLT-LA1,MAT-019,2025-06-30,23648.94,23216.46,24081.45,,True
PLT-LA1,MAT-020,2024-12-30,11138.02,11038.1,11238.2,11218.25,False
PLT-LA1,MAT-020,2025-01-06,18644.92,18544.75,18745.1,18673.75,False
PLT-LA1,MAT-020,2025-01-13,18391.75,18291.58,18491.4,18400.25,False
PLT-LA1,MAT-020,2025-01-20,18601.62,18501.72,18701.8,18632.0,False
PLT-LA1,MAT-020,2025-01-27,18078.38,17978.2,18178.28,18028.25,False
PLT-LA1,MAT-020,2025-02-03,19777.15,19677.25,19877.08,19805.75,False
PLT-LA1,MAT-020,2025-02-10,19288.45,19188.8,19388.62,19273.0,False
PLT-LA1,MAT-020,2025-02-17,19488.75,19388.58,19588.92,19487.25,False
PLT-LA1,MAT-020,2025-02-24,19194.95,19094.78,19295.12,19213.5,False
PLT-LA1,MAT-020,2025-03-03,19528.83,19428.92,19628.75,19496.0,False
PLT-LA1,MAT-020,2025-03-10,19905.55,19805.62,20005.45,19901.5,False
PLT-LA1,MAT-020,2025-03-17,19678.97,19578.8,19778.88,20372.75,False
PLT-LA1,MAT-020,2025-03-24,19873.7,19773.8,19973.88,19789.0,False
PLT-LA1,MAT-020,2025-03-31,20009.7,19910.05,20109.88,21201.0,False
PLT-LA1,MAT-020,2025-04-07,19663.45,19563.55,19763.38,,True
PLT-LA1,MAT-020,2025-04-14,20049.6,19908.12,20190.83,,True
PLT-LA1,MAT-020,2025-04-21,19693.8,19520.83,19867.03,,True
PLT-LA1,MAT-020,2025-04-28,20053.7,19853.88,20254.05,,True
PLT-LA1,MAT-020,2025-05-05,19707.45,19483.88,19930.78,,True
PLT-LA1,MAT-020,2025-05-12,20050.7,19805.7,20295.45,,True
PLT-LA1,MAT-020,2025-05-19,19687.2,19422.83,19951.83,,True
PLT-LA1,MAT-020,2025-05-26,20053.7,19771.0,20336.65,,True
PLT-LA1,MAT-020,2025-06-02,19707.45,19407.72,20007.45,,True
PLT-LA1,MAT-020,2025-06-09,20050.7,19734.7,20366.97,,True
PLT-LA1,MAT-020,2025-06-16,19687.2,19355.97,20018.95,,True
PLT-LA1,MAT-020,2025-06-23,20053.7,19707.75,20400.17,,True
PLT-LA1,MAT-020,2025-06-30,19707.45,19347.05,20067.88,,True
PLT-LA1,MAT-021,2024-12-30,8019.38,7947.43,8091.5,8077.14,False
PLT-LA1,MAT-021,2025-01-06,13424.35,13352.22,13496.47,13445.1,False
PLT-LA1,MAT-021,2025-01-13,13242.06,13169.93,13313.81,13248.18,False
PLT-LA1,MAT-021,2025-01-20,13393.17,13321.24,13465.3,13415.04,False
PLT-LA1,MAT-021,2025-01-27,13016.43,12944.3,13088.36,12980.34,False
PLT-LA1,MAT-021,2025-02-03,14239.55,14167.62,14311.49,14260.14,False
PLT-LA1,MAT-021,2025-02-10,13887.68,13815.94,13959.81,13876.56,False
PLT-LA1,MAT-021,2025-02-17,14031.9,13959.77,14104.03,14030.82,False
PLT-LA1,MAT-021,2025-02-24,13820.36,13748.24,13892.49,13833.72,False
PLT-LA1,MAT-021,2025-03-03,14060.75,13988.83,14132.7,14037.12,False
PLT-LA1,MAT-021,2025-03-10,14332.0,14260.05,14403.92,14329.08,False
PLT-LA1,MAT-021,2025-03-17,14168.86,14096.74,14240.79,14668.38,False
PLT-LA1,MAT-021,2025-03-24,14309.06,14237.14,14381.19,14248.08,False
PLT-LA1,MAT-021,2025-03-31,14406.98,14335.24,14479.11,15264.72,False
PLT-LA1,MAT-021,2025-04-07,14157.68,14085.76,14229.63,,True
PLT-LA1,MAT-021,2025-04-14,14435.71,14333.85,14537.39,,True
PLT-LA1,MAT-021,2025-04-21,14179.54,14054.99,14304.26,,True
PLT-LA1,MAT-021,2025-04-28,14438.66,14294.79,14582.92,,True
PLT-LA1,MAT-021,2025-05-05,14189.36,14028.39,14350.16,,True
PLT-LA1,MAT-021,2025-05-12,14436.5,14260.1,14612.72,,True
PLT-LA1,MAT-021,2025-05-19,14174.78,13984.43,14365.31,,True
PLT-LA1,MAT-021,2025-05-26,14438.66,14235.12,14642.39,,True
PLT-LA1,MAT-021,2025-06-02,14189.36,13973.56,14405.36,,True
PLT-LA1,MAT-021,2025-06-09,14436.5,14208.98,14664.22,,True
PLT-LA1,MAT-021,2025-06-16,14174.78,13936.3,14413.64,,True
PLT-LA1,MAT-021,2025-06-23,14438.66,14189.58,14688.13,,True
PLT-LA1,MAT-021,2025-06-30,14189.36,13929.88,14448.87,,True
PLT-LA1,MAT-022,2024-12-30,35.64,35.32,35.96,35.9,False
PLT-LA1,MAT-022,2025-01-06,59.66,59.34,59.98,59.76,False
PLT-LA1,MAT-022,2025-01-13,58.85,58.53,59.17,58.88,False
PLT-LA1,MAT-022,2025-01-20,59.53,59.21,59.85,59.62,False
PLT-LA1,MAT-022,2025-01-27,57.85,57.53,58.17,57.69,False
PLT-LA1,MAT-022,2025-02-03,63.29,62.97,63.61,63.38,False
PLT-LA1,MAT-022,2025-02-10,61.72,61.4,62.04,61.67,False
PLT-LA1,MAT-022,2025-02-17,62.36,62.04,62.68,62.36,False
PLT-LA1,MAT-022,2025-02-24,61.42,61.1,61.74,61.48,False
PLT-LA1,MAT-022,2025-03-03,62.49,62.17,62.81,62.39,False
PLT-LA1,MAT-022,2025-03-10,63.7,63.38,64.02,63.68,False
PLT-LA1,MAT-022,2025-03-17,62.97,62.65,63.29,65.19,False
PLT-LA1,MAT-022,2025-03-24,63.6,63.28,63.92,63.32,False
PLT-LA1,MAT-022,2025-03-31,64.03,63.71,64.35,67.84,False
PLT-LA1,MAT-022,2025-04-07,62.92,62.6,63.24,,True
PLT-LA1,MAT-022,2025-04-14,64.16,63.71,64.61,,True
PLT-LA1,MAT-022,2025-04-21,63.02,62.47,63.57,,True
PLT-LA1,MAT-022,2025-04-28,64.17,63.53,64.81,,True
PLT-LA1,MAT-022,2025-05-05,63.06,62.35,63.78,,True
PLT-LA1,MAT-022,2025-05-12,64.16,63.38,64.95,,True
PLT-LA1,MAT-022,2025-05-19,63.0,62.15,63.85,,True
PLT-LA1,MAT-022,2025-05-26,64.17,63.27,65.08,,True
PLT-LA1,MAT-022,2025-06-02,63.06,62.1,64.02,,True
PLT-LA1,MAT-022,2025-06-09,64.16,63.15,65.17,,True
PLT-LA1,MAT-022,2025-06-16,63.0,61.94,64.06,,True
PLT-LA1,MAT-022,2025-06-23,64.17,63.06,65.28,,True
PLT-LA1,MAT-022,2025-06-30,63.06,61.91,64.22,,True
PLT-LA1,MAT-023,2024-12-30,66.83,66.23,67.43,67.31,False
PLT-LA1,MAT-023,2025-01-06,111.87,111.27,112.47,112.04,False
PLT-LA1,MAT-023,2025-01-13,110.35,109.75,110.95,110.4,False
PLT-LA1,MAT-023,2025-01-20,111.61,111.01,112.21,111.79,False
PLT-LA1,MAT-023,2025-01-27,108.47,107.87,109.07,108.17,False
PLT-LA1,MAT-023,2025-02-03,118.66,118.06,119.26,118.83,False
PLT-LA1,MAT-023,2025-02-10,115.73,115.13,116.33,115.64,False
PLT-LA1,MAT-023,2025-02-17,116.93,116.33,117.53,116.92,False
PLT-LA1,MAT-023,2025-02-24,115.17,114.57,115.77,115.28,False
PLT-LA1,MAT-023,2025-03-03,117.17,116.57,117.77,116.98,False
PLT-LA1,MAT-023,2025-03-10,119.43,118.83,120.03,119.41,False
PLT-LA1,MAT-023,2025-03-17,118.07,117.47,118.67,122.24,False
PLT-LA1,MAT-023,2025-03-24,119.24,118.64,119.84,118.73,False
PLT-LA1,MAT-023,2025-03-31,120.06,119.46,120.66,127.21,False
PLT-LA1,MAT-023,2025-04-07,117.98,117.38,118.58,,True
PLT-LA1,MAT-023,2025-04-14,120.3,119.45,121.14,,True
PLT-LA1,MAT-023,2025-04-21,118.16,117.12,119.2,,True
PLT-LA1,MAT-023,2025-04-28,120.32,119.12,121.52,,True
PLT-LA1,MAT-023,2025-05-05,118.24,116.9,119.58,,True
PLT-LA1,MAT-023,2025-05-12,120.3,118.83,121.77,,True
PLT-LA1,MAT-023,2025-05-19,118.12,116.54,119.71,,True
PLT-LA1,MAT-023,2025-05-26,120.32,118.63,122.02,,True
PLT-LA1,MAT-023,2025-06-02,118.24,116.45,120.04,,True
PLT-LA1,MAT-023,2025-06-09,120.3,118.41,122.2,,True
PLT-LA1,MAT-023,2025-06-16,118.12,116.14,120.11,,True
PLT-LA1,MAT-023,2025-06-23,120.32,118.25,122.4,,True
PLT-LA1,MAT-023,2025-06-30,118.24,116.08,120.41,,True
PLT-LA1,MAT-024,2024-12-30,8.91,8.83,8.99,8.97,False
PLT-LA1,MAT-024,2025-01-06,14.92,14.84,15.0,14.94,False
PLT-LA1,MAT-024,2025-01-13,14.71,14.63,14.79,14.72,False
PLT-LA1,MAT-024,2025-01-20,14.88,14.8,14.96,14.91,False
PLT-LA1,MAT-024,2025-01-27,14.46,14.38,14.54,14.42,False
PLT-LA1,MAT-024,2025-02-03,15.82,15.74,15.9,15.84,False
PLT-LA1,MAT-024,2025-02-10,15.43,15.35,15.51,15.42,False
PLT-LA1,MAT-024,2025-02-17,15.59,15.51,15.67,15.59,False
PLT-LA1,MAT-024,2025-02-24,15.36,15.28,15.44,15.37,False
PLT-LA1,MAT-024,2025-03-03,15.62,15.54,15.7,15.6,False
PLT-LA1,MAT-024,2025-03-10,15.92,15.84,16.0,15.92,False
PLT-LA1,MAT-024,2025-03-17,15.74,15.66,15.82,16.3,False
PLT-LA1,MAT-024,2025-03-24,15.9,15.82,15.98,15.83,False
PLT-LA1,MAT-024,2025-03-31,16.01,15.93,16.09,16.96,False
PLT-LA1,MAT-024,2025-04-07,15.73,15.65,15.81,,True
PLT-LA1,MAT-024,2025-04-14,16.04,15.93,16.15,,True
PLT-LA1,MAT-024,2025-04-21,15.76,15.62,15.89,,True
PLT-LA1,MAT-024,2025-04-28,16.04,15.88,16.2,,True
PLT-LA1,MAT-024,2025-05-05,15.77,15.59,15.94,,True
PLT-LA1,MAT-024,2025-05-12,16.04,15.84,16.24,,True
PLT-LA1,MAT-024,2025-05-19,15.75,15.54,15.96,,True
PLT-LA1,MAT-024,2025-05-26,16.04,15.82,16.27,,True
PLT-LA1,MAT-024,2025-06-02,15.77,15.53,16.01,,True
PLT-LA1,MAT-024,2025-06-09,16.04,15.79,16.29,,True
PLT-LA1,MAT-024,2025-06-16,15.75,15.48,16.02,,True
PLT-LA1,MAT-024,2025-06-23,16.04,15.77,16.32,,True
PLT-LA1,MAT-024,2025-06-30,15.77,15.48,16.05,,True
PLT-LA1,MAT-025,2024-12-30,4.46,4.42,4.5,4.49,False
PLT-LA1,MAT-025,2025-01-06,7.46,7.42,7.5,7.47,False
PLT-LA1,MAT-025,2025-01-13,7.36,7.32,7.4,7.36,False
PLT-LA1,MAT-025,2025-01-20,7.44,7.4,7.48,7.45,False
PLT-LA1,MAT-025,2025-01-27,7.23,7.19,7.27,7.21,False
PLT-LA1,MAT-025,2025-02-03,7.91,7.87,7.95,7.92,False
PLT-LA1,MAT-025,2025-02-10,7.72,7.68,7.76,7.71,False
PLT-LA1,MAT-025,2025-02-17,7.8,7.76,7.84,7.79,False
PLT-LA1,MAT-025,2025-02-24,7.68,7.64,7.72,7.69,False
PLT-LA1,MAT-025,2025-03-03,7.81,7.77,7.85,7.8,False
PLT-LA1,MAT-025,2025-03-10,7.96,7.92,8.0,7.96,False
PLT-LA1,MAT-025,2025-03-17,7.87,7.83,7.91,8.15,False
PLT-LA1,MAT-025,2025-03-24,7.95,7.91,7.99,7.92,False
PLT-LA1,MAT-025,2025-03-31,8.0,7.96,8.04,8.48,False
PLT-LA1,MAT-025,2025-04-07,7.87,7.83,7.91,,True
PLT-LA1,MAT-025,2025-04-14,8.02,7.96,8.08,,True
PLT-LA1,MAT-025,2025-04-21,7.88,7.81,7.95,,True
PLT-LA1,MAT-025,2025-04-28,8.02,7.94,8.1,,True
PLT-LA1,MAT-025,2025-05-05,7.88,7.79,7.97,,True
PLT-LA1,MAT-025,2025-05-12,8.02,7.92,8.12,,True
PLT-LA1,MAT-025,2025-05-19,7.87,7.77,7.98,,True
PLT-LA1,MAT-025,2025-05-26,8.02,7.91,8.13,,True
PLT-LA1,MAT-025,2025-06-02,7.88,7.76,8.0,,True
PLT-LA1,MAT-025,2025-06-09,8.02,7.89,8.15,,True
PLT-LA1,MAT-025,2025-06-16,7.87,7.74,8.01,,True
PLT-LA1,MAT-025,2025-06-23,8.02,7.88,8.16,,True
PLT-LA1,MAT-025,2025-06-30,7.88,7.74,8.03,,True
PLT-LA1,MAT-027,2024-12-30,8.91,8.83,8.99,8.97,False
PLT-LA1,MAT-027,2025-01-06,14.92,14.84,15.0,14.94,False
PLT-LA1,MAT-027,2025-01-13,14.71,14.63,14.79,14.72,False
PLT-LA1,MAT-027,2025-01-20,14.88,14.8,14.96,14.91,False
PLT-LA1,MAT-027,2025-01-27,14.46,14.38,14.54,14.42,False
PLT-LA1,MAT-027,2025-02-03,15.82,15.74,15.9,15.84,False
PLT-LA1,MAT-027,2025-02-10,15.43,15.35,15.51,15.42,False
PLT-LA1,MAT-027,2025-02-17,15.59,15.51,15.67,15.59,False
PLT-LA1,MAT-027,2025-02-24,15.36,15.28,15.44,15.37,False
PLT-LA1,MAT-027,2025-03-03,15.62,15.54,15.7,15.6,False
PLT-LA1,MAT-027,2025-03-10,15.92,15.84,16.0,15.92,False
PLT-LA1,MAT-027,2025-03-17,15.74,15.66,15.82,16.3,False
PLT-LA1,MAT-027,2025-03-24,15.9,15.82,15.98,15.83,False
PLT-LA1,MAT-027,2025-03-31,16.01,15.93,16.09,16.96,False
PLT-LA1,MAT-027,2025-04-07,15.73,15.65,15.81,,True
PLT-LA1,MAT-027,2025-04-14,16.04,15.93,16.15,,True
PLT-LA1,MAT-027,2025-04-21,15.76,15.62,15.89,,True
PLT-LA1,MAT-027,2025-04-28,16.04,15.88,16.2,,True
PLT-LA1,MAT-027,2025-05-05,15.77,15.59,15.94,,True
PLT-LA1,MAT-027,2025-05-12,16.04,15.84,16.24,,True
PLT-LA1,MAT-027,2025-05-19,15.75,15.54,15.96,,True
PLT-LA1,MAT-027,2025-05-26,16.04,15.82,16.27,,True
PLT-LA1,MAT-027,2025-06-02,15.77,15.53,16.01,,True
PLT-LA1,MAT-027,2025-06-09,16.04,15.79,16.29,,True
PLT-LA1,MAT-027,2025-06-16,15.75,15.48,16.02,,True
PLT-LA1,MAT-027,2025-06-23,16.04,15.77,16.32,,True
PLT-LA1,MAT-027,2025-06-30,15.77,15.48,16.05,,True
PLT-LA1,MAT-028,2024-12-30,178.21,176.61,179.81,179.49,False
PLT-LA1,MAT-028,2025-01-06,298.32,296.72,299.92,298.78,False
PLT-LA1,MAT-028,2025-01-13,294.27,292.67,295.86,294.4,False
PLT-LA1,MAT-028,2025-01-20,297.63,296.03,299.23,298.11,False
PLT-LA1,MAT-028,2025-01-27,289.25,287.65,290.85,288.45,False
PLT-LA1,MAT-028,2025-02-03,316.43,314.84,318.03,316.89,False
PLT-LA1,MAT-028,2025-02-10,308.62,307.02,310.22,308.37,False
PLT-LA1,MAT-028,2025-02-17,311.82,310.22,313.42,311.8,False
PLT-LA1,MAT-028,2025-02-24,307.12,305.52,308.72,307.42,False
PLT-LA1,MAT-028,2025-03-03,312.46,310.86,314.06,311.94,False
PLT-LA1,MAT-028,2025-03-10,318.49,316.89,320.09,318.42,False
PLT-LA1,MAT-028,2025-03-17,314.86,313.26,316.46,325.96,False
PLT-LA1,MAT-028,2025-03-24,317.98,316.38,319.58,316.62,False
PLT-LA1,MAT-028,2025-03-31,320.16,318.56,321.76,339.22,False
PLT-LA1,MAT-028,2025-04-07,314.62,313.02,316.21,,True
PLT-LA1,MAT-028,2025-04-14,320.79,318.53,323.05,,True
PLT-LA1,MAT-028,2025-04-21,315.1,312.33,317.87,,True
PLT-LA1,MAT-028,2025-04-28,320.86,317.66,324.06,,True
PLT-LA1,MAT-028,2025-05-05,315.32,311.74,318.89,,True
PLT-LA1,MAT-028,2025-05-12,320.81,316.89,324.73,,True
PLT-LA1,MAT-028,2025-05-19,315.0,310.77,319.23,,True
PLT-LA1,MAT-028,2025-05-26,320.86,316.34,325.39,,True
PLT-LA1,MAT-028,2025-06-02,315.32,310.52,320.12,,True
PLT-LA1,MAT-028,2025-06-09,320.81,315.76,325.87,,True
PLT-LA1,MAT-028,2025-06-16,315.0,309.7,320.3,,True
PLT-LA1,MAT-028,2025-06-23,320.86,315.32,326.4,,True
PLT-LA1,MAT-028,2025-06-30,315.32,309.55,321.09,,True
PLT-LA1,MAT-029,2024-12-30,4455.21,4415.24,4495.28,4487.3,False
PLT-LA1,MAT-029,2025-01-06,7457.97,7417.9,7498.04,7469.5,False
PLT-LA1,MAT-029,2025-01-13,7356.7,7316.63,7396.56,7360.1,False
PLT-LA1,MAT-029,2025-01-20,7440.65,7400.69,7480.72,7452.8,False
PLT-LA1,MAT-029,2025-01-27,7231.35,7191.28,7271.31,7211.3,False
PLT-LA1,MAT-029,2025-02-03,7910.86,7870.9,7950.83,7922.3,False
PLT-LA1,MAT-029,2025-02-10,7715.38,7675.52,7755.45,7709.2,False
PLT-LA1,MAT-029,2025-02-17,7795.5,7755.43,7835.57,7794.9,False
PLT-LA1,MAT-029,2025-02-24,7677.98,7637.91,7718.05,7685.4,False
PLT-LA1,MAT-029,2025-03-03,7811.53,7771.57,7851.5,7798.4,False
PLT-LA1,MAT-029,2025-03-10,7962.22,7922.25,8002.18,7960.6,False
PLT-LA1,MAT-029,2025-03-17,7871.59,7831.52,7911.55,8149.1,False
PLT-LA1,MAT-029,2025-03-24,7949.48,7909.52,7989.55,7915.6,False
PLT-LA1,MAT-029,2025-03-31,8003.88,7964.02,8043.95,8480.4,False
PLT-LA1,MAT-029,2025-04-07,7865.38,7825.42,7905.35,,True
PLT-LA1,MAT-029,2025-04-14,8019.84,7963.25,8076.33,,True
PLT-LA1,MAT-029,2025-04-21,7877.52,7808.33,7946.81,,True
PLT-LA1,MAT-029,2025-04-28,8021.48,7941.55,8101.62,,True
PLT-LA1,MAT-029,2025-05-05,7882.98,7793.55,7972.31,,True
PLT-LA1,MAT-029,2025-05-12,8020.28,7922.28,8118.18,,True
PLT-LA1,MAT-029,2025-05-19,7874.88,7769.13,7980.73,,True
PLT-LA1,MAT-029,2025-05-26,8021.48,7908.4,8134.66,,True
PLT-LA1,MAT-029,2025-06-02,7882.98,7763.09,8002.98,,True
PLT-LA1,MAT-029,2025-06-09,8020.28,7893.88,8146.79,,True
PLT-LA1,MAT-029,2025-06-16,7874.88,7742.39,8007.58,,True
PLT-LA1,MAT-029,2025-06-23,8021.48,7883.1,8160.07,,True
PLT-LA1,MAT-029,2025-06-30,7882.98,7738.82,8027.15,,True
PLT-LA1,MAT-030,2024-12-30,8.91,8.83,8.99,8.97,False
PLT-LA1,MAT-030,2025-01-06,14.92,14.84,15.0,14.94,False
PLT-LA1,MAT-030,2025-01-13,14.71,14.63,14.79,14.72,False
PLT-LA1,MAT-030,2025-01-20,14.88,14.8,14.96,14.91,False
PLT-LA1,MAT-030,2025-01-27,14.46,14.38,14.54,14.42,False
PLT-LA1,MAT-030,2025-02-03,15.82,15.74,15.9,15.84,False
PLT-LA1,MAT-030,2025-02-10,15.43,15.35,15.51,15.42,False
PLT-LA1,MAT-030,2025-02-17,15.59,15.51,15.67,15.59,False
PLT-LA1,MAT-030,2025-02-24,15.36,15.28,15.44,15.37,False
PLT-LA1,MAT-030,2025-03-03,15.62,15.54,15.7,15.6,False
PLT-LA1,MAT-030,2025-03-10,15.92,15.84,16.0,15.92,False
PLT-LA1,MAT-030,2025-03-17,15.74,15.66,15.82,16.3,False
PLT-LA1,MAT-030,2025-03-24,15.9,15.82,15.98,15.83,False
PLT-LA1,MAT-030,2025-03-31,16.01,15.93,16.09,16.96,False
PLT-LA1,MAT-030,2025-04-07,15.73,15.65,15.81,,True
PLT-LA1,MAT-030,2025-04-14,16.04,15.93,16.15,,True
PLT-LA1,MAT-030,2025-04-21,15.76,15.62,15.89,,True
PLT-LA1,MAT-030,2025-04-28,16.04,15.88,16.2,,True
PLT-LA1,MAT-030,2025-05-05,15.77,15.59,15.94,,True
PLT-LA1,MAT-030,2025-05-12,16.04,15.84,16.24,,True
PLT-LA1,MAT-030,2025-05-19,15.75,15.54,15.96,,True
PLT-LA1,MAT-030,2025-05-26,16.04,15.82,16.27,,True
PLT-LA1,MAT-030,2025-06-02,15.77,15.53,16.01,,True
PLT-LA1,MAT-030,2025-06-09,16.04,15.79,16.29,,True
PLT-LA1,MAT-030,2025-06-16,15.75,15.48,16.02,,True
PLT-LA1,MAT-030,2025-06-23,16.04,15.77,16.32,,True
PLT-LA1,MAT-030,2025-06-30,15.77,15.48,16.05,,True
PLT-LA1,MAT-031,2024-12-30,13.37,13.25,13.49,13.46,False
PLT-LA1,MAT-031,2025-01-06,22.37,22.25,22.49,22.41,False
PLT-LA1,MAT-031,2025-01-13,22.07,21.95,22.19,22.08,False
PLT-LA1,MAT-031,2025-01-20,22.32,22.2,22.44,22.36,False
PLT-LA1,MAT-031,2025-01-27,21.69,21.57,21.81,21.63,False
PLT-LA1,MAT-031,2025-02-03,23.73,23.61,23.85,23.77,False
PLT-LA1,MAT-031,2025-02-10,23.15,23.03,23.27,23.13,False
PLT-LA1,MAT-031,2025-02-17,23.39,23.27,23.51,23.38,False
PLT-LA1,MAT-031,2025-02-24,23.03,22.91,23.15,23.06,False
PLT-LA1,MAT-031,2025-03-03,23.43,23.31,23.55,23.4,False
PLT-LA1,MAT-031,2025-03-10,23.89,23.77,24.01,23.88,False
PLT-LA1,MAT-031,2025-03-17,23.61,23.49,23.73,24.45,False
PLT-LA1,MAT-031,2025-03-24,23.85,23.73,23.97,23.75,False
PLT-LA1,MAT-031,2025-03-31,24.01,23.89,24.13,25.44,False
PLT-LA1,MAT-031,2025-04-07,23.6,23.48,23.72,,True
PLT-LA1,MAT-031,2025-04-14,24.06,23.89,24.23,,True
PLT-LA1,MAT-031,2025-04-21,23.63,23.42,23.84,,True
PLT-LA1,MAT-031,2025-04-28,24.06,23.82,24.3,,True
PLT-LA1,MAT-031,2025-05-05,23.65,23.38,23.92,,True
PLT-LA1,MAT-031,2025-05-12,24.06,23.77,24.35,,True
PLT-LA1,MAT-031,2025-05-19,23.62,23.31,23.94,,True
PLT-LA1,MAT-031,2025-05-26,24.06,23.73,24.4,,True
PLT-LA1,MAT-031,2025-06-02,23.65,23.29,24.01,,True
PLT-LA1,MAT-031,2025-06-09,24.06,23.68,24.44,,True
PLT-LA1,MAT-031,2025-06-16,23.62,23.23,24.02,,True
PLT-LA1,MAT-031,2025-06-23,24.06,23.65,24.48,,True
PLT-LA1,MAT-031,2025-06-30,23.65,23.22,24.08,,True
PLT-LA1,MAT-032,2024-12-30,4455.21,4415.24,4495.28,4487.3,False
PLT-LA1,MAT-032,2025-01-06,7457.97,7417.9,7498.04,7469.5,False
PLT-LA1,MAT-032,2025-01-13,7356.7,7316.63,7396.56,7360.1,False
PLT-LA1,MAT-032,2025-01-20,7440.65,7400.69,7480.72,7452.8,False
PLT-LA1,MAT-032,2025-01-27,7231.35,7191.28,7271.31,7211.3,False
PLT-LA1,MAT-032,2025-02-03,7910.86,7870.9,7950.83,7922.3,False
PLT-LA1,MAT-032,2025-02-10,7715.38,7675.52,7755.45,7709.2,False
PLT-LA1,MAT-032,2025-02-17,7795.5,7755.43,7835.57,7794.9,False
PLT-LA1,MAT-032,2025-02-24,7677.98,7637.91,7718.05,7685.4,False
PLT-LA1,MAT-032,2025-03-03,7811.53,7771.57,7851.5,7798.4,False
PLT-LA1,MAT-032,2025-03-10,7962.22,7922.25,8002.18,7960.6,False
PLT-LA1,MAT-032,2025-03-17,7871.59,7831.52,7911.55,8149.1,False
PLT-LA1,MAT-032,2025-03-24,7949.48,7909.52,7989.55,7915.6,False
PLT-LA1,MAT-032,2025-03-31,8003.88,7964.02,8043.95,8480.4,False
PLT-LA1,MAT-032,2025-04-07,7865.38,7825.42,7905.35,,True
PLT-LA1,MAT-032,2025-04-14,8019.84,7963.25,8076.33,,True
PLT-LA1,MAT-032,2025-04-21,7877.52,7808.33,7946.81,,True
PLT-LA1,MAT-032,2025-04-28,8021.48,7941.55,8101.62,,True
PLT-LA1,MAT-032,2025-05-05,7882.98,7793.55,7972.31,,True
PLT-LA1,MAT-032,2025-05-12,8020.28,7922.28,8118.18,,True
PLT-LA1,MAT-032,2025-05-19,7874.88,7769.13,7980.73,,True
PLT-LA1,MAT-032,2025-05-26,8021.48,7908.4,8134.66,,True
PLT-LA1,MAT-032,2025-06-02,7882.98,7763.09,8002.98,,True
PLT-LA1,MAT-032,2025-06-09,8020.28,7893.88,8146.79,,True
PLT-LA1,MAT-032,2025-06-16,7874.88,7742.39,8007.58,,True
PLT-LA1,MAT-032,2025-06-23,8021.48,7883.1,8160.07,,True
PLT-LA1,MAT-032,2025-06-30,7882.98,7738.82,8027.15,,True
PLT-LA1,MAT-038,2024-12-30,13.37,13.25,13.49,13.46,False
PLT-LA1,MAT-038,2025-01-06,22.37,22.25,22.49,22.41,False
PLT-LA1,MAT-038,2025-01-13,22.07,21.95,22.19,22.08,False
PLT-LA1,MAT-038,2025-01-20,22.32,22.2,22.44,22.36,False
PLT-LA1,MAT-038,2025-01-27,21.69,21.57,21.81,21.63,False
PLT-LA1,MAT-038,2025-02-03,23.73,23.61,23.85,23.77,False
PLT-LA1,MAT-038,2025-02-10,23.15,23.03,23.27,23.13,False
PLT-LA1,MAT-038,2025-02-17,23.39,23.27,23.51,23.38,False
PLT-LA1,MAT-038,2025-02-24,23.03,22.91,23.15,23.06,False
PLT-LA1,MAT-038,2025-03-03,23.43,23.31,23.55,23.4,False
PLT-LA1,MAT-038,2025-03-10,23.89,23.77,24.01,23.88,False
PLT-LA1,MAT-038,2025-03-17,23.61,23.49,23.73,24.45,False
PLT-LA1,MAT-038,2025-03-24,23.85,23.73,23.97,23.75,False
PLT-LA1,MAT-038,2025-03-31,24.01,23.89,24.13,25.44,False
PLT-LA1,MAT-038,2025-04-07,23.6,23.48,23.72,,True
PLT-LA1,MAT-038,2025-04-14,24.06,23.89,24.23,,True
PLT-LA1,MAT-038,2025-04-21,23.63,23.42,23.84,,True
PLT-LA1,MAT-038,2025-04-28,24.06,23.82,24.3,,True
PLT-LA1,MAT-038,2025-05-05,23.65,23.38,23.92,,True
PLT-LA1,MAT-038,2025-05-12,24.06,23.77,24.35,,True
PLT-LA1,MAT-038,2025-05-19,23.62,23.31,23.94,,True
PLT-LA1,MAT-038,2025-05-26,24.06,23.73,24.4,,True
PLT-LA1,MAT-038,2025-06-02,23.65,23.29,24.01,,True
PLT-LA1,MAT-038,2025-06-09,24.06,23.68,24.44,,True
PLT-LA1,MAT-038,2025-06-16,23.62,23.23,24.02,,True
